CustomIntervall;; linecount Zugang Europaviertel; linecount Bahnsteig01; linecount Bahnsteig02; linecount Bahnsteig03; linecount Bahnsteig04; linecount Bahnsteig05; linecount Bahnsteig06; linecount Bahnsteig07; linecount Bahnsteig08; Querbahnsteig; STG_QB04_Steg01; STG_Bonatz10_Steg01; STG_QB12_Steg02; STG_Bonatz13_Steg02; STG_Bonatz04; linecount Zugang Infoturm Stuttgart; linecount Zugang Schlossgarten; (AB) linecount Zugang Schlossgarten+ITS;Bahnsteige Gesamt angepasst;Steg 02 Gesamt
10.01.2023 00:00;;215;126;79;163;46;97;0;51;109;671;0;0;0;0;131;0;25;0;671;131
10.01.2023 01:00;;51;33;15;7;4;35;0;12;7;113;0;0;0;0;20;0;2;0;113;20
10.01.2023 02:00;;61;32;4;10;4;59;0;4;15;128;0;0;0;0;24;2;8;0;128;24
10.01.2023 03:00;;62;37;5;13;4;4;0;5;47;115;0;0;0;0;31;0;3;0;115;31
10.01.2023 04:00;;142;22;33;36;27;66;0;29;59;272;0;0;0;0;57;0;15;0;272;57
10.01.2023 05:00;;424;113;110;184;48;287;0;224;232;1198;0;0;0;0;345;0;31;0;1.198;345
10.01.2023 06:00;;1360;455;380;460;671;453;0;693;832;3944;0;0;0;0;1231;4;233;0;3.944;1.231
10.01.2023 07:00;;2788;717;915;1161;798;801;0;1152;1038;6582;0;0;0;0;2221;2;406;0;6.582;2.221
10.01.2023 08:00;;2512;820;1001;788;601;1131;0;821;1025;6187;0;0;0;0;1855;9;329;0;6.187;1.855
10.01.2023 09:00;;1617;686;403;561;525;686;0;346;1176;4383;0;0;0;0;1370;33;177;0;4.383;1.370
10.01.2023 10:00;;1297;609;554;194;511;840;0;274;700;3682;0;0;0;0;999;58;137;0;3.682;999
10.01.2023 11:00;;1307;633;558;470;312;839;0;547;964;4323;0;0;0;0;1233;38;170;0;4.323;1.233
10.01.2023 12:00;;1234;723;392;499;496;653;0;612;743;4118;0;0;0;0;1271;34;188;0;4.118;1.271
10.01.2023 13:00;;1408;800;726;455;524;646;0;433;778;4362;0;0;0;0;1269;80;198;0;4.362;1.269
10.01.2023 14:00;;1382;767;413;584;578;869;0;706;910;4827;0;0;0;0;1490;60;195;0;4.827;1.490
10.01.2023 15:00;;1765;598;609;755;585;807;0;924;1213;5491;0;0;0;0;1934;73;223;0;5.491;1.934
10.01.2023 16:00;;2568;914;1051;1003;699;1119;0;1138;1448;7372;0;0;0;0;2427;39;405;0;7.372;2.427
10.01.2023 17:00;;2477;898;941;946;642;1232;0;1130;1871;7660;0;0;0;0;2524;44;363;0;7.660;2.524
10.01.2023 18:00;;1789;695;959;821;719;892;0;488;1246;5820;0;0;0;0;1887;17;268;0;5.820;1.887
10.01.2023 19:00;;1206;446;380;540;649;464;0;724;1025;4228;0;0;0;0;1298;10;127;0;4.228;1.298
10.01.2023 20:00;;827;395;232;211;418;376;0;477;630;2739;0;0;0;0;830;2;107;0;2.739;830
10.01.2023 21:00;;723;226;203;257;140;208;0;317;822;2173;0;0;0;0;683;2;86;0;2.173;683
10.01.2023 22:00;;414;128;113;201;169;255;0;153;329;1348;0;0;0;0;408;2;53;0;1.348;408
10.01.2023 23:00;;301;94;42;199;141;119;0;136;93;824;0;0;0;0;215;2;42;0;824;215
11.01.2023 00:00;;175;67;18;157;41;78;0;40;14;415;0;0;0;0;104;2;23;0;415;104
11.01.2023 01:00;;86;76;6;22;5;45;0;16;19;189;0;0;0;0;67;2;23;0;189;67
11.01.2023 02:00;;74;26;5;31;0;69;0;14;6;151;0;0;0;0;33;0;10;0;151;33
11.01.2023 03:00;;44;25;7;98;6;6;0;6;9;157;0;0;0;0;37;0;9;0;157;37
11.01.2023 04:00;;170;25;43;38;20;113;0;32;47;318;0;0;0;0;68;0;15;0;318;68
11.01.2023 05:00;;430;87;122;172;47;280;0;195;231;1134;0;0;0;0;314;4;43;0;1.134;314
11.01.2023 06:00;;1372;383;317;506;859;445;0;666;353;3529;0;0;0;0;1093;2;186;0;3.529;1.093
11.01.2023 07:00;;2640;594;647;1077;430;797;0;1134;1564;6243;0;0;0;0;2200;4;399;0;6.243;2.200
11.01.2023 08:00;;2432;818;874;751;661;1094;0;710;782;5690;0;0;0;0;1776;12;365;0;5.690;1.776
11.01.2023 09:00;;1493;507;316;661;444;607;0;451;1217;4203;0;0;0;0;1455;32;186;0;4.203;1.455
11.01.2023 10:00;;1212;642;313;535;528;743;0;239;797;3797;0;0;0;0;1056;54;127;0;3.797;1.056
11.01.2023 11:00;;1208;530;493;439;310;640;0;432;814;3658;0;0;0;0;1267;34;141;0;3.658;1.267
11.01.2023 12:00;;1418;859;325;801;613;687;0;672;651;4608;0;0;0;0;1313;44;250;0;4.608;1.313
11.01.2023 13:00;;1440;762;591;568;703;771;0;662;1019;5076;0;0;0;0;1452;38;156;0;5.076;1.452
11.01.2023 14:00;;1467;631;392;591;633;973;0;470;955;4645;0;0;0;0;1420;34;153;0;4.645;1.420
11.01.2023 15:00;;1671;823;748;550;505;1098;0;810;1071;5605;0;0;0;0;1833;39;190;0;5.605;1.833
11.01.2023 16:00;;2709;1053;1042;557;825;1260;0;1164;1638;7539;0;0;0;0;2620;23;394;0;7.539;2.620
11.01.2023 17:00;;2516;899;812;1046;592;1091;0;1000;1889;7329;0;0;0;0;2436;48;372;0;7.329;2.436
11.01.2023 18:00;;1982;911;819;837;561;948;0;638;1335;6049;0;0;0;0;2046;26;286;0;6.049;2.046
11.01.2023 19:00;;1141;562;452;153;690;537;0;668;964;4026;0;0;0;0;1386;34;165;0;4.026;1.386
11.01.2023 20:00;;886;411;320;162;386;395;0;572;715;2961;0;0;0;0;834;3;125;0;2.961;834
11.01.2023 21:00;;792;265;272;279;176;315;0;311;594;2212;0;0;0;0;726;8;96;0;2.212;726
11.01.2023 22:00;;470;112;137;148;199;313;0;210;409;1528;0;0;0;0;496;2;49;0;1.528;496
11.01.2023 23:00;;256;58;34;150;98;154;0;101;54;649;0;0;0;0;190;0;28;0;649;190
12.01.2023 00:00;;153;77;15;76;24;94;0;37;17;340;0;0;0;0;118;0;34;0;340;118
12.01.2023 01:00;;75;37;5;28;6;50;0;26;6;158;0;0;0;0;35;0;6;0;158;35
12.01.2023 02:00;;30;15;6;7;3;77;0;5;15;128;0;0;0;0;42;4;12;0;128;42
12.01.2023 03:00;;85;20;5;73;10;2;0;2;15;127;0;0;0;0;20;0;11;0;127;20
12.01.2023 04:00;;157;34;38;29;46;72;0;20;56;295;0;0;0;0;69;0;8;0;295;69
12.01.2023 05:00;;436;113;75;143;106;294;0;150;200;1081;0;0;0;0;353;0;34;0;1.081;353
12.01.2023 06:00;;1323;441;312;400;742;472;0;722;569;3658;0;0;0;0;1144;0;199;0;3.658;1.144
12.01.2023 07:00;;2541;613;703;1239;485;1046;0;1086;996;6168;0;0;0;0;2139;8;412;0;6.168;2.139
12.01.2023 08:00;;2333;810;847;640;648;915;0;774;809;5443;0;0;0;0;1871;12;377;0;5.443;1.871
12.01.2023 09:00;;1430;550;360;515;438;596;0;422;1444;4325;0;0;0;0;1599;52;180;0;4.325;1.599
12.01.2023 10:00;;1321;788;269;457;455;965;0;242;802;3978;0;0;0;0;1243;56;184;0;3.978;1.243
12.01.2023 11:00;;1250;657;405;534;403;631;0;424;1016;4070;0;0;0;0;1196;79;194;0;4.070;1.196
12.01.2023 12:00;;1428;762;362;686;487;777;0;709;767;4550;0;0;0;0;1397;58;306;0;4.550;1.397
12.01.2023 13:00;;1469;649;695;630;541;718;0;702;1041;4976;0;0;0;0;1493;39;203;0;4.976;1.493
12.01.2023 14:00;;1770;945;472;916;725;1059;0;595;1281;5993;0;0;0;0;1748;79;194;0;5.993;1.748
12.01.2023 15:00;;1744;718;730;356;623;1020;0;848;1152;5447;0;0;0;0;1963;53;214;0;5.447;1.963
12.01.2023 16:00;;2897;1260;974;1424;1089;1542;0;1392;1759;9440;0;0;0;0;3074;88;411;0;9.440;3.074
12.01.2023 17:00;;2805;1192;786;1381;564;1457;0;1074;2134;8588;0;0;0;0;2690;63;425;0;8.588;2.690
12.01.2023 18:00;;1988;854;963;650;609;1288;0;523;1521;6408;0;0;0;0;2165;30;353;0;6.408;2.165
12.01.2023 19:00;;1255;509;389;386;678;562;0;679;1205;4408;0;0;0;0;1377;40;176;0;4.408;1.377
12.01.2023 20:00;;950;452;221;250;413;579;0;603;869;3387;0;0;0;0;1030;8;139;0;3.387;1.030
12.01.2023 21:00;;816;248;305;239;188;294;0;451;829;2554;0;0;0;0;781;0;66;0;2.554;781
12.01.2023 22:00;;533;152;162;232;181;215;0;229;494;1665;0;0;0;0;529;3;80;0;1.665;529
12.01.2023 23:00;;239;57;59;47;127;158;0;138;87;673;0;0;0;0;256;0;27;0;673;256
13.01.2023 00:00;;278;62;8;186;47;78;0;111;237;729;0;0;0;0;227;0;30;0;729;227
13.01.2023 01:00;;93;61;5;16;0;74;0;26;14;196;0;0;0;0;36;0;9;0;196;36
13.01.2023 02:00;;82;32;11;10;9;81;0;6;25;174;0;0;0;0;49;0;10;0;174;49
13.01.2023 03:00;;64;32;18;12;6;10;0;19;61;158;0;0;0;0;31;0;8;0;158;31
13.01.2023 04:00;;132;23;35;51;26;101;0;25;63;324;0;0;0;0;67;0;12;0;324;67
13.01.2023 05:00;;342;105;62;120;45;267;0;161;190;950;0;0;0;0;288;0;41;0;950;288
13.01.2023 06:00;;1047;403;285;395;607;422;0;508;289;2909;0;0;0;0;887;4;160;0;2.909;887
13.01.2023 07:00;;1881;531;559;770;425;772;0;855;1248;5160;0;0;0;0;1806;4;301;0;5.160;1.806
13.01.2023 08:00;;1795;679;586;579;606;1024;0;565;716;4755;0;0;0;0;1410;28;257;0;4.755;1.410
13.01.2023 09:00;;1380;670;432;691;548;641;0;469;1241;4692;0;0;0;0;1367;26;169;0;4.692;1.367
13.01.2023 10:00;;1310;843;347;567;594;1014;0;346;969;4680;0;0;0;0;1334;39;146;0;4.680;1.334
13.01.2023 11:00;;1298;754;426;884;537;716;0;594;1157;5068;0;0;0;0;1463;44;149;0;5.068;1.463
13.01.2023 12:00;;1686;964;490;726;745;963;0;828;994;5710;0;0;0;0;1666;43;210;0;5.710;1.666
13.01.2023 13:00;;2030;1051;832;1014;926;925;0;1024;1660;7432;0;0;0;0;2252;77;269;0;7.432;2.252
13.01.2023 14:00;;2464;1343;962;1296;1012;1823;0;940;1758;9134;0;0;0;0;2545;57;311;0;9.134;2.545
13.01.2023 15:00;;2373;1128;981;1408;1059;1523;0;1220;1629;8948;0;0;0;0;2826;70;333;0;8.948;2.826
13.01.2023 16:00;;2703;1284;1191;1064;899;1580;0;1344;1720;9082;0;0;0;0;2888;35;383;0;9.082;2.888
13.01.2023 17:00;;2301;1117;992;932;514;1422;0;1300;2497;8774;0;0;0;0;2870;60;330;0;8.774;2.870
13.01.2023 18:00;;2003;1190;880;926;751;1174;0;682;1272;6875;0;0;0;0;2358;54;281;0;6.875;2.358
13.01.2023 19:00;;1441;718;574;504;644;638;0;999;1439;5516;0;0;0;0;1841;26;191;0;5.516;1.841
13.01.2023 20:00;;1409;632;520;519;571;594;0;943;1431;5210;0;0;0;0;1714;9;155;0;5.210;1.714
13.01.2023 21:00;;1070;357;285;320;421;412;0;582;1103;3480;0;0;0;0;1248;0;134;0;3.480;1.248
13.01.2023 22:00;;676;210;29;268;266;322;0;337;553;1985;0;0;0;0;845;4;84;0;1.985;845
13.01.2023 23:00;;457;139;120;360;216;252;0;206;145;1438;0;0;0;0;613;0;65;0;1.438;613
14.01.2023 00:00;;331;82;20;133;191;245;0;139;92;902;0;0;0;0;409;0;39;0;902;409
14.01.2023 01:00;;219;59;9;114;71;51;0;60;129;493;0;0;0;0;245;0;22;0;493;245
14.01.2023 02:00;;106;27;22;7;84;74;0;71;43;328;0;0;0;0;139;2;13;0;328;139
14.01.2023 03:00;;124;17;7;4;40;12;0;71;169;320;0;0;0;0;163;2;6;0;320;163
14.01.2023 04:00;;160;29;13;8;74;118;0;46;110;398;0;0;0;0;156;2;12;0;398;156
14.01.2023 05:00;;276;125;80;73;59;221;0;212;96;866;0;0;0;0;253;0;19;0;866;253
14.01.2023 06:00;;614;340;389;228;470;363;0;259;150;2199;0;0;0;0;474;2;32;0;2.199;474
14.01.2023 07:00;;771;366;125;160;311;492;0;227;647;2328;0;0;0;0;567;6;79;0;2.328;567
14.01.2023 08:00;;1236;651;395;260;522;868;0;376;897;3969;0;0;0;0;1028;16;137;0;3.969;1.028
14.01.2023 09:00;;1574;674;419;507;639;760;0;417;1457;4873;0;0;0;0;1406;33;131;0;4.873;1.406
14.01.2023 10:00;;1822;953;712;809;674;1082;0;439;1110;5779;0;0;0;0;1794;68;196;0;5.779;1.794
14.01.2023 11:00;;1810;889;604;701;407;992;0;663;1248;5504;0;0;0;0;1966;79;222;0;5.504;1.966
14.01.2023 12:00;;1599;862;372;502;691;941;0;1004;774;5146;0;0;0;0;1761;71;223;0;5.146;1.761
14.01.2023 13:00;;2082;1119;800;1051;753;944;0;771;1180;6618;0;0;0;0;2320;52;286;0;6.618;2.320
14.01.2023 14:00;;2077;1044;666;711;909;953;0;991;1379;6653;0;0;0;0;2367;74;252;0;6.653;2.367
14.01.2023 15:00;;1937;1050;936;1136;731;725;0;1091;1116;6785;0;0;0;0;2169;128;249;0;6.785;2.169
14.01.2023 16:00;;2158;1061;947;737;829;1187;0;1374;1365;7500;0;0;0;0;2813;162;269;0;7.500;2.813
14.01.2023 17:00;;1866;980;935;929;497;965;0;895;1568;6769;0;0;0;0;2531;72;227;0;6.769;2.531
14.01.2023 18:00;;1811;799;976;1005;1017;904;0;585;1288;6574;0;0;0;0;2466;33;127;0;6.574;2.466
14.01.2023 19:00;;1262;756;527;373;595;773;0;851;1079;4954;0;0;0;0;1950;4;163;0;4.954;1.950
14.01.2023 20:00;;1189;629;321;759;841;396;0;800;903;4649;0;0;0;0;1682;2;109;0;4.649;1.682
14.01.2023 21:00;;832;293;193;381;276;314;0;607;833;2897;0;0;0;0;1397;6;118;0;2.897;1.397
14.01.2023 22:00;;646;217;53;284;398;328;0;408;537;2225;0;0;0;0;1009;2;78;0;2.225;1.009
14.01.2023 23:00;;476;154;120;40;211;275;0;286;372;1458;0;0;0;0;687;4;50;0;1.458;687
15.01.2023 00:00;;372;55;11;221;139;246;0;123;55;850;0;0;0;0;424;2;49;0;850;424
15.01.2023 01:00;;136;44;11;26;76;33;0;43;113;346;0;0;0;0;190;0;18;0;346;190
15.01.2023 02:00;;102;18;2;2;76;43;0;51;60;252;0;0;0;0;188;0;21;0;252;188
15.01.2023 03:00;;132;40;11;10;69;10;0;105;148;393;0;0;0;0;292;2;26;0;393;292
15.01.2023 04:00;;196;34;12;14;98;92;0;78;169;497;0;0;0;0;219;0;23;0;497;219
15.01.2023 05:00;;263;88;57;76;99;206;0;245;84;855;0;0;0;0;364;0;24;0;855;364
15.01.2023 06:00;;323;162;101;39;232;215;0;128;98;975;0;0;0;0;307;0;18;0;975;307
15.01.2023 07:00;;539;277;80;131;214;401;0;108;349;1560;0;0;0;0;394;2;47;0;1.560;394
15.01.2023 08:00;;684;396;176;227;306;361;0;174;399;2039;0;0;0;0;565;24;71;0;2.039;565
15.01.2023 09:00;;962;475;263;296;413;438;0;195;743;2823;0;0;0;0;805;38;73;0;2.823;805
15.01.2023 10:00;;1453;870;418;417;382;1002;0;375;1039;4503;0;0;0;0;1231;69;171;0;4.503;1.231
15.01.2023 11:00;;1452;935;421;836;281;1022;0;495;1077;5067;0;0;0;0;1541;108;211;0;5.067;1.541
15.01.2023 12:00;;1529;990;389;633;778;1076;0;779;963;5608;0;0;0;0;1781;170;239;0;5.608;1.781
15.01.2023 13:00;;1798;956;623;1035;565;1012;0;565;1083;5839;0;0;0;0;1672;131;245;0;5.839;1.672
15.01.2023 14:00;;2233;1713;917;1050;1164;1185;0;977;1401;8407;0;0;0;0;2001;149;300;0;8.407;2.001
15.01.2023 15:00;;2082;1084;963;786;811;1568;0;963;1238;7413;0;0;0;0;2099;167;350;0;7.413;2.099
15.01.2023 16:00;;2063;1248;798;1023;635;1406;0;926;1345;7381;0;0;0;0;1942;144;334;0;7.381;1.942
15.01.2023 17:00;;2057;1077;812;1132;612;1137;0;1071;1934;7775;0;0;0;0;2509;163;345;0;7.775;2.509
15.01.2023 18:00;;1873;923;635;1171;751;1396;0;479;1234;6589;0;0;0;0;1942;27;234;0;6.589;1.942
15.01.2023 19:00;;1684;947;582;459;644;1367;0;1167;1367;6533;0;0;0;0;1731;6;229;0;6.533;1.731
15.01.2023 20:00;;1347;763;366;554;752;681;0;855;849;4820;0;0;0;0;1363;13;174;0;4.820;1.363
15.01.2023 21:00;;1027;300;193;373;442;456;0;764;1028;3556;0;0;0;0;1108;18;176;0;3.556;1.108
15.01.2023 22:00;;463;179;53;359;235;333;0;320;363;1842;0;0;0;0;612;0;87;0;1.842;612
15.01.2023 23:00;;395;79;127;86;108;295;0;108;444;1247;0;0;0;0;444;2;55;0;1.247;444
16.01.2023 00:00;;162;54;6;23;56;151;0;50;3;343;0;0;0;0;124;0;10;0;343;124
16.01.2023 01:00;;126;105;9;6;0;34;0;15;131;300;0;0;0;0;108;0;7;0;300;108
16.01.2023 02:00;;72;21;4;7;4;70;0;15;12;133;0;0;0;0;32;0;2;0;133;32
16.01.2023 03:00;;45;17;5;17;10;6;0;10;64;129;0;0;0;0;50;0;5;0;129;50
16.01.2023 04:00;;144;28;44;42;21;121;0;21;30;307;0;0;0;0;74;0;14;0;307;74
16.01.2023 05:00;;513;113;131;191;46;368;0;258;316;1423;0;0;0;0;379;0;62;0;1.423;379
16.01.2023 06:00;;1388;471;417;533;721;537;0;681;466;3826;0;0;0;0;1217;18;186;0;3.826;1.217
16.01.2023 07:00;;2692;651;807;1091;567;974;0;1019;1642;6751;0;0;0;0;2415;2;397;0;6.751;2.415
16.01.2023 08:00;;2646;824;827;681;910;1264;0;984;1257;6747;0;0;0;0;2122;15;339;0;6.747;2.122
16.01.2023 09:00;;2013;747;662;737;589;872;0;495;1795;5897;0;0;0;0;1975;62;208;0;5.897;1.975
16.01.2023 10:00;;1646;754;504;562;720;1066;0;331;994;4931;0;0;0;0;1347;51;122;0;4.931;1.347
16.01.2023 11:00;;1387;614;460;373;344;762;0;503;1126;4182;0;0;0;0;1460;71;162;0;4.182;1.460
16.01.2023 12:00;;1511;766;358;537;490;956;0;773;744;4624;0;0;0;0;1379;63;239;0;4.624;1.379
16.01.2023 13:00;;1554;758;739;671;642;556;0;612;923;4901;0;0;0;0;1576;117;214;0;4.901;1.576
16.01.2023 14:00;;1717;936;487;967;789;1027;0;555;1092;5853;0;0;0;0;1695;94;195;0;5.853;1.695
16.01.2023 15:00;;1905;795;780;624;656;916;0;995;1154;5920;0;0;0;0;2011;70;254;0;5.920;2.011
16.01.2023 16:00;;2691;945;1071;944;764;1263;0;1240;1571;7798;0;0;0;0;2708;70;389;0;7.798;2.708
16.01.2023 17:00;;2571;1067;1328;995;659;1108;0;1197;2149;8503;0;0;0;0;3003;123;372;0;8.503;3.003
16.01.2023 18:00;;1731;937;939;431;636;804;0;874;1547;6168;0;0;0;0;2144;89;234;0;6.168;2.144
16.01.2023 19:00;;1348;683;429;681;1151;772;0;613;1095;5424;0;0;0;0;1522;26;153;0;5.424;1.522
16.01.2023 20:00;;906;525;206;444;628;444;0;582;827;3656;0;0;0;0;1011;4;82;0;3.656;1.011
16.01.2023 21:00;;716;233;183;297;466;376;0;378;764;2697;0;0;0;0;822;10;90;0;2.697;822
16.01.2023 22:00;;651;264;259;276;227;252;0;245;604;2127;0;0;0;0;613;0;69;0;2.127;613
16.01.2023 23:00;;464;279;219;448;155;309;0;113;51;1574;0;0;0;0;335;0;38;0;1.574;335
17.01.2023 00:00;;269;209;141;340;86;84;0;73;33;966;0;0;0;0;203;0;15;0;966;203
17.01.2023 01:00;;95;50;24;53;6;54;0;7;65;259;0;0;0;0;67;0;13;0;259;67
17.01.2023 02:00;;48;18;1;0;0;49;0;3;9;80;0;0;0;0;27;2;5;0;80;27
17.01.2023 03:00;;43;30;3;6;3;4;0;5;38;89;0;0;0;0;14;0;5;0;89;14
17.01.2023 04:00;;148;24;58;32;23;109;0;20;54;320;0;0;0;0;84;2;8;0;320;84
17.01.2023 05:00;;475;195;115;176;76;293;0;286;300;1441;0;0;0;0;390;2;41;0;1.441;390
17.01.2023 06:00;;1369;415;155;353;876;992;0;724;622;4137;0;0;0;0;1206;1;252;0;4.137;1.206
17.01.2023 07:00;;2859;561;876;1176;623;898;0;1135;1625;6894;0;0;0;0;2468;8;428;0;6.894;2.468
17.01.2023 08:00;;2794;828;699;586;729;1593;0;756;1750;6941;0;0;0;0;2410;25;365;0;6.941;2.410
17.01.2023 09:00;;1680;710;536;587;636;537;0;676;1450;5132;0;0;0;0;1874;9;186;0;5.132;1.874
17.01.2023 10:00;;1556;605;528;491;633;920;0;492;1033;4702;0;0;0;0;1459;49;172;0;4.702;1.459
17.01.2023 11:00;;1354;720;430;464;382;736;0;487;1128;4347;0;0;0;0;1467;21;177;0;4.347;1.467
17.01.2023 12:00;;1637;883;529;467;526;788;0;772;837;4802;0;0;0;0;1397;64;253;0;4.802;1.397
17.01.2023 13:00;;1476;675;685;544;525;612;0;528;839;4408;0;0;0;0;1447;107;215;0;4.408;1.447
17.01.2023 14:00;;1626;839;547;754;545;1113;0;514;1167;5479;0;0;0;0;1741;103;236;0;5.479;1.741
17.01.2023 15:00;;1843;962;704;273;530;946;0;942;1261;5618;0;0;0;0;1954;121;245;0;5.618;1.954
17.01.2023 16:00;;2880;1017;1136;1009;806;1205;0;1237;1584;7994;0;0;0;0;2911;98;427;0;7.994;2.911
17.01.2023 17:00;;2939;1333;1039;1174;910;1089;0;1079;2275;8899;0;0;0;0;3104;122;424;0;8.899;3.104
17.01.2023 18:00;;1920;941;870;448;1269;1182;0;666;1381;6757;0;0;0;0;2080;74;259;0;6.757;2.080
17.01.2023 19:00;;1311;609;420;197;588;723;0;696;948;4181;0;0;0;0;1412;30;128;0;4.181;1.412
17.01.2023 20:00;;869;430;339;223;472;423;0;600;682;3169;0;0;0;0;984;19;102;0;3.169;984
17.01.2023 21:00;;693;232;248;259;182;236;0;319;607;2083;0;0;0;0;695;17;78;0;2.083;695
17.01.2023 22:00;;485;213;91;59;185;147;0;197;539;1431;0;0;0;0;565;4;52;0;1.431;565
17.01.2023 23:00;;342;135;43;33;161;388;0;103;181;1044;0;0;0;0;283;0;46;0;1.044;283
18.01.2023 00:00;;303;159;38;27;62;97;0;155;136;674;0;0;0;0;180;0;27;0;674;180
18.01.2023 01:00;;92;36;16;4;13;74;0;24;8;175;0;0;0;0;37;2;1;0;175;37
18.01.2023 02:00;;71;34;4;5;2;62;0;5;6;118;0;0;0;0;24;0;2;0;118;24
18.01.2023 03:00;;52;23;10;12;2;2;0;4;31;84;0;0;0;0;17;0;0;0;84;17
18.01.2023 04:00;;157;28;46;52;49;75;0;30;39;319;0;0;0;0;58;3;4;0;319;58
18.01.2023 05:00;;443;98;110;123;85;324;0;214;243;1197;0;0;0;0;370;1;38;0;1.197;370
18.01.2023 06:00;;1856;1051;430;510;947;511;0;774;417;4640;0;0;0;0;1337;3;250;0;4.640;1.337
18.01.2023 07:00;;2561;600;829;1249;783;1094;0;1116;1675;7346;0;0;0;0;2689;0;442;0;7.346;2.689
18.01.2023 08:00;;2692;742;670;477;1305;1447;0;782;1063;6486;0;0;0;0;1990;18;334;0;6.486;1.990
18.01.2023 09:00;;1941;711;520;678;689;722;0;553;1383;5256;0;0;0;0;1828;52;192;0;5.256;1.828
18.01.2023 10:00;;1331;544;287;621;636;744;0;550;1128;4510;0;0;0;0;1383;71;138;0;4.510;1.383
18.01.2023 11:00;;1362;691;446;680;365;852;0;513;939;4486;0;0;0;0;1460;55;180;0;4.486;1.460
18.01.2023 12:00;;1370;638;412;482;465;764;0;647;640;4048;0;0;0;0;1484;70;226;0;4.048;1.484
18.01.2023 13:00;;1440;842;516;537;533;775;0;540;947;4690;0;0;0;0;1542;58;180;0;4.690;1.542
18.01.2023 14:00;;1738;889;623;653;695;1128;0;649;1264;5901;0;0;0;0;1633;76;193;0;5.901;1.633
18.01.2023 15:00;;1915;761;676;327;700;905;0;883;1222;5474;0;0;0;0;1969;71;257;0;5.474;1.969
18.01.2023 16:00;;2973;945;1221;912;1113;1518;0;1230;1492;8431;0;0;0;0;2910;78;431;0;8.431;2.910
18.01.2023 17:00;;3008;1101;954;863;986;1297;0;1440;2288;8929;0;0;0;0;2999;110;469;0;8.929;2.999
18.01.2023 18:00;;1935;915;948;437;949;1321;0;810;1176;6556;0;0;0;0;2238;156;289;0;6.556;2.238
18.01.2023 19:00;;1471;589;644;614;644;716;0;825;1401;5433;0;0;0;0;1625;93;179;0;5.433;1.625
18.01.2023 20:00;;912;378;450;191;560;522;0;484;760;3345;0;0;0;0;991;63;115;0;3.345;991
18.01.2023 21:00;;947;246;227;307;204;254;0;470;1109;2817;0;0;0;0;1107;7;127;0;2.817;1.107
18.01.2023 22:00;;466;119;46;141;141;386;0;381;456;1670;0;0;0;0;725;0;45;0;1.670;725
18.01.2023 23:00;;245;91;16;17;120;245;0;159;211;859;0;0;0;0;307;2;43;0;859;307
19.01.2023 00:00;;137;26;16;20;58;77;0;34;136;367;0;0;0;0;149;0;9;0;367;149
19.01.2023 01:00;;46;36;1;3;4;24;0;9;7;84;0;0;0;0;27;2;2;0;84;27
19.01.2023 02:00;;85;40;1;8;44;77;0;1;13;184;0;0;0;0;59;2;14;0;184;59
19.01.2023 03:00;;47;13;8;9;4;0;0;2;33;69;0;0;0;0;25;2;8;0;69;25
19.01.2023 04:00;;196;27;68;44;27;131;0;32;98;427;0;0;0;0;121;2;11;0;427;121
19.01.2023 05:00;;420;88;83;161;58;272;0;190;162;1014;0;0;0;0;286;6;29;0;1.014;286
19.01.2023 06:00;;1265;481;226;420;791;527;0;575;390;3410;0;0;0;0;1097;2;192;0;3.410;1.097
19.01.2023 07:00;;2770;685;725;1400;861;989;0;1076;1477;7213;0;0;0;0;2390;2;448;0;7.213;2.390
19.01.2023 08:00;;2510;735;801;494;709;1249;0;857;1079;5924;0;0;0;0;2142;50;336;0;5.924;2.142
19.01.2023 09:00;;1865;624;571;591;523;615;0;536;1375;4835;0;0;0;0;1748;142;214;0;4.835;1.748
19.01.2023 10:00;;1523;758;406;532;669;1139;0;309;967;4780;0;0;0;0;1368;126;205;0;4.780;1.368
19.01.2023 11:00;;1442;675;386;463;316;845;0;476;1108;4269;0;0;0;0;1347;148;267;0;4.269;1.347
19.01.2023 12:00;;1481;826;433;741;604;770;0;864;840;5078;0;0;0;0;1578;69;269;0;5.078;1.578
19.01.2023 13:00;;1519;788;592;700;575;637;0;545;987;4824;0;0;0;0;1594;104;251;0;4.824;1.594
19.01.2023 14:00;;1757;873;470;792;421;1299;0;718;1306;5879;0;0;0;0;1905;71;253;0;5.879;1.905
19.01.2023 15:00;;2159;946;964;467;846;1244;0;997;1491;6955;0;0;0;0;2416;107;274;0;6.955;2.416
19.01.2023 16:00;;2857;1065;1263;643;906;1673;0;1220;1766;8536;0;0;0;0;3077;93;434;0;8.536;3.077
19.01.2023 17:00;;2961;1133;760;1362;578;1912;0;1134;2636;9515;0;0;0;0;3163;71;489;0;9.515;3.163
19.01.2023 18:00;;2265;1099;782;1525;909;1108;0;511;1627;7561;0;0;0;0;2312;84;283;0;7.561;2.312
19.01.2023 19:00;;1725;730;529;973;753;997;0;615;1446;6043;0;0;0;0;1725;30;242;0;6.043;1.725
19.01.2023 20:00;;1144;387;289;367;490;625;0;762;965;3885;0;0;0;0;1183;10;130;0;3.885;1.183
